Name,DBH (cm),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr)
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Tilia x europaea,9,4,1.2,2.5,4.9,2.3,0.37
Platanus x hispanica,26,7,2.1,7,38.5,6,0.97
Platanus x hispanica,90,19,5.7,19,283.5,36.5,5.86
Platanus x hispanica,90,17,5.1,18,254.5,36.5,5.86
Platanus x hispanica,65,17,5.1,17,227,23,3.7
Platanus x hispanica,50,16,4.8,15,176.7,15.7,2.53
Platanus x hispanica,83,18,5.4,17,227,32.6,5.24
Platanus x hispanica,85,19,5.7,14,153.9,33.7,5.42
Platanus x hispanica,75,19,5.7,11,95,28.3,4.54
Platanus x hispanica,85,21,6.3,19,283.5,33.7,5.42
Platanus x hispanica,12,5,1.5,3,7.1,2,0.32
Tilia x europaea,16,7,2.1,5,19.6,5,0.8
Celtis australis,14,5,1.5,5,19.6,0.8,0.12
Tilia cordata,35,12,3.6,10,78.5,6,0.97
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,18,10,3,6,28.3,2.4,0.39
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia cordata,32,11,3.3,8,50.3,5.3,0.86
Tilia x europaea,25,10,3,8,50.3,9.1,1.46
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,18,6,1.8,3,7.1,3.5,0.55
Carpinus betulus,32,6,1.8,3,7.1,6.7,1.07
Carpinus betulus,18,5,1.5,3,7.1,3.5,0.55
Carpinus betulus,20,5,1.5,3,7.1,3.9,0.63
Carpinus betulus,19,5,1.5,3,7.1,3.7,0.59
Carpinus betulus,25,6,1.8,3,7.1,5.3,0.85
Carpinus betulus,22,6,1.8,3,7.1,4.5,0.72
Carpinus betulus,24,6,1.8,3,7.1,5,0.8
Carpinus betulus,17,5,1.5,3,7.1,3.2,0.52
Carpinus betulus,17,5,1.5,3,7.1,3.2,0.52
Carpinus betulus,16,4,1.2,3,7.1,3,0.48
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,16,4,1.2,2,3.1,3,0.48
Carpinus betulus,12,5,1.5,3,7.1,2.1,0.34
Carpinus betulus,19,6,1.8,3,7.1,3.7,0.59
Carpinus betulus,17,4,1.2,4,12.6,3.2,0.52
Carpinus betulus,17,4,1.2,4,12.6,3.2,0.52
Carpinus betulus,14,4,1.2,2,3.1,2.5,0.4
Carpinus betulus,18,5,1.5,4,12.6,3.5,0.55
Carpinus betulus,15,4,1.2,3,7.1,2.7,0.44
Carpinus betulus,15,4,1.2,2,3.1,2.7,0.44
Carpinus betulus,12,3,0.9,2,3.1,2.1,0.34
Carpinus betulus,16,4,1.2,2,3.1,3,0.48
Carpinus betulus,12,3,0.9,2,3.1,2.1,0.34
Carpinus betulus,11,4,1.2,2,3.1,1.9,0.3
Carpinus betulus,14,4,1.2,2,3.1,2.5,0.4
Carpinus betulus,17,4,1.2,3,7.1,3.2,0.52
Carpinus betulus,12,4,1.2,2,3.1,2.1,0.34
Carpinus betulus,12,4,1.2,2,3.1,2.1,0.34
Carpinus betulus,12,4,1.2,2,3.1,2.1,0.34
Carpinus betulus,12,4,1.2,2,3.1,2.1,0.34
Carpinus betulus,14,4,1.2,2,3.1,2.5,0.4
Carpinus betulus,12,3,0.9,2,3.1,2.1,0.34
Carpinus betulus,14,4,1.2,3,7.1,2.5,0.4
Carpinus betulus,12,4,1.2,3,7.1,2.1,0.34
Carpinus betulus,14,4,1.2,2,3.1,2.5,0.4
Platanus x hispanica,31,9,2.7,6,28.3,7.8,1.25
Carpinus betulus,30,7,2.1,8,50.3,6.7,1.08
Carpinus betulus,12,4,1.2,2,3.1,2.1,0.34
Carpinus betulus,12,4,1.2,2,3.1,2.1,0.34
Carpinus betulus,15,4,1.2,2,3.1,2.7,0.44
Carpinus betulus,15,4,1.2,2,3.1,2.7,0.44
Carpinus betulus,16,4,1.2,2,3.1,3,0.48
Carpinus betulus,6,4,1.2,1,0.8,1,0.15
Platanus x hispanica,55,13,3.9,10,78.5,18.1,2.91
Platanus x hispanica,35,12,3.6,9,63.6,9.300000000000001,1.5
Platanus x hispanica,57,14,4.2,12,113.1,19.1,3.06
Platanus x hispanica,62,13,3.9,11,95,21.5,3.46
Carpinus betulus,15,4,1.2,2,3.1,2.7,0.44
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,11,3,0.9,2,3.1,1.9,0.3
Carpinus betulus,6,5,1.5,1,0.8,1,0.15
Carpinus betulus,7,3,0.9,1,0.8,1.1,0.18
Carpinus betulus,11,3,0.9,1,0.8,1.9,0.3
Carpinus betulus,8,3,0.9,1,0.8,1.3,0.21
Carpinus betulus,16,4,1.2,2,3.1,3,0.48
Carpinus betulus,14,3,0.9,2,3.1,2.5,0.4
Carpinus betulus,14,3,0.9,2,3.1,2.5,0.4
Carpinus betulus,16,3,0.9,2,3.1,3,0.48
Carpinus betulus,14,3,0.9,2,3.1,2.5,0.4
Carpinus betulus,16,4,1.2,2,3.1,3,0.48
Carpinus betulus,16,5,1.5,2,3.1,3,0.48
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,14,4,1.2,2,3.1,2.5,0.4
Carpinus betulus,16,4,1.2,2,3.1,3,0.48
Carpinus betulus,15,4,1.2,2,3.1,2.7,0.44
Carpinus betulus,16,3,0.9,2,3.1,3,0.48
Carpinus betulus,14,3,0.9,2,3.1,2.5,0.4
Carpinus betulus,14,3,0.9,2,3.1,2.5,0.4
Carpinus betulus,11,3,0.9,2,3.1,1.9,0.3
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,18,5,1.5,2,3.1,3.5,0.55
Celtis australis,22,5,1.5,5,19.6,1.1,0.17
Celtis australis,19,5,1.5,4,12.6,1,0.15
Celtis australis,30,6,1.8,5,19.6,1.3,0.21
Celtis australis,35,7,2.1,5,19.6,1.5,0.24
Celtis australis,25,6,1.8,5,19.6,1.2,0.19
Celtis australis,35,7,2.1,5,19.6,1.5,0.24
Celtis australis,42,8,2.4,8,50.3,1.7,0.27
Celtis australis,22,7,2.1,8,50.3,1.1,0.17
Celtis australis,20,7,2.1,8,50.3,1,0.16
Celtis australis,28,6,1.8,7,38.5,1.3,0.2
Celtis australis,35,6,1.8,8,50.3,1.5,0.24
Celtis australis,24,5,1.5,7,38.5,1.1,0.18
Aesculus hippocastanum,55,8,2.4,8,50.3,15.3,2.46
Celtis australis,21,6,1.8,6,28.3,1,0.16
Celtis australis,19,5,1.5,6,28.3,1,0.15
Celtis australis,28,5,1.5,6,28.3,1.3,0.2
Celtis australis,80,11,3.3,14,153.9,1.2,0.19
Celtis australis,52,9,2.7,9,63.6,2,0.31
Celtis australis,44,9,2.7,8,50.3,1.7,0.28
Celtis australis,60,8,2.4,9,63.6,2.2,0.35
Celtis australis,76,10,3,12,113.1,1.4,0.23
Celtis australis,55,5,1.5,5,19.6,2,0.33
Tilia x europaea,8,4,1.2,1.5,1.8,2,0.32
Tilia x europaea,10,4,1.2,2,3.1,2.6,0.43
Celtis australis,92.3,18,5.4,14,153.9,0.3,0.04
Aesculus hippocastanum,60,9,2.7,4,12.6,17.5,2.82
Tilia x europaea,68,12,3.6,10,78.5,35.2,5.65
Tilia cordata,60,13,3.9,9,63.6,12.5,2
Tilia x europaea,70,14,4.2,12,113.1,36.6,5.87
Tilia x europaea,64,14,4.2,12,113.1,32.4,5.2
Celtis australis,10,5,1.5,2,3.1,0.6,0.1
Celtis australis,10,4,1.2,2,3.1,0.6,0.1
Celtis australis,11,5,1.5,3,7.1,0.7,0.1
Celtis australis,11,5,1.5,3,7.1,0.7,0.1
Celtis australis,10,5,1.5,3,7.1,0.6,0.1
Tilia x europaea,60,8,2.4,10,78.5,29.7,4.77
Tilia x europaea,66,12,3.6,10,78.5,33.8,5.42
Tilia x europaea,70,11,3.3,9,63.6,36.6,5.87
Tilia x europaea,70,12,3.6,10,78.5,36.6,5.87
Tilia x europaea,68,11,3.3,10,78.5,35.2,5.65
Tilia x europaea,58,11,3.3,9,63.6,28.3,4.55
Tilia x europaea,66,15,4.5,9,63.6,33.8,5.42
Tilia x europaea,58,13,3.9,11,95,28.3,4.55
Tilia x europaea,40,8,2.4,8,50.3,17.1,2.75
Tilia cordata,35,6,1.8,5,19.6,6,0.97
Tilia cordata,32,9,2.7,6,28.3,5.3,0.86
Tilia x europaea,40,9,2.7,7,38.5,17.1,2.75
Tilia x europaea,41,9,2.7,6,28.3,17.7,2.85
Tilia cordata,44,9,2.7,6,28.3,8.199999999999999,1.32
Tilia cordata,42,10,3,8,50.3,7.7,1.24
Tilia x europaea,44,10,3,8,50.3,19.5,3.13
Tilia x europaea,44,10,3,8,50.3,19.5,3.13
Tilia x europaea,38,8,2.4,8,50.3,16,2.57
Tilia cordata,20,8,2.4,6,28.3,2.8,0.45
Tilia x europaea,41,9,2.7,6,28.3,17.7,2.85
Celtis australis,70,12,3.6,12,113.1,1.8,0.29
Celtis australis,24,6,1.8,6,28.3,1.1,0.18
Platanus x hispanica,28,6,1.8,6,28.3,6.7,1.08
Platanus x hispanica,20,6,1.8,4,12.6,4.1,0.66
Tilia x europaea,8,5,1.5,1,0.8,2,0.32
Aesculus hippocastanum,75,14,4.2,16,201.1,24.9,4
Tilia x europaea,42,11,3.3,9,63.6,18.3,2.94
Platanus x hispanica,105,16,4.8,18,254.5,32.8,5.27
Aesculus hippocastanum,8,3.5,1,1.5,1.8,0.9,0.15
Aesculus hippocastanum,8,3.5,1,1.5,1.8,0.9,0.15
Aesculus hippocastanum,8,3.5,1,1.5,1.8,0.9,0.15
Aesculus hippocastanum,8,3.5,1,1.5,1.8,0.9,0.15
Aesculus hippocastanum,8,3.5,1,1.5,1.8,0.9,0.15
Aesculus hippocastanum,8,3.5,1,1.5,1.8,0.9,0.15
Aesculus hippocastanum,35,9,2.7,9,63.6,7.9,1.27
Aesculus hippocastanum,38,10,3,10,78.5,9,1.44
Aesculus hippocastanum,55,10,3,12,113.1,15.5,2.48
Carpinus betulus,34,8,2.4,12,113.1,6.3,1.01
Tilia x europaea,50,12,3.6,12,113.1,23.2,3.72
Aesculus hippocastanum,60,9,2.7,10,78.5,17.5,2.82
Aesculus hippocastanum,42,12,3.6,12,113.1,10.5,1.69
Aesculus hippocastanum,52,9,2.7,11,95,14.2,2.28
Aesculus hippocastanum,52,9,2.7,11,95,14.2,2.28
Carpinus betulus,23,8,2.4,8,50.3,4.7,0.76
Aesculus hippocastanum,38,7,2.1,8,50.3,8.800000000000001,1.42
Aesculus hippocastanum,55,8,2.4,11,95,15.3,2.46
Aesculus hippocastanum,40,10,3,10,78.5,9.699999999999999,1.55
Aesculus hippocastanum,29,8,2.4,8,50.3,6,0.96
Aesculus hippocastanum,60,10,3,14,153.9,17.6,2.83
Aesculus hippocastanum,40,18,5.4,12,113.1,10.1,1.62
Aesculus hippocastanum,60,11,3.3,10,78.5,17.7,2.84
Aesculus hippocastanum,60,11,3.3,10,78.5,17.7,2.84
Aesculus hippocastanum,68,21,6.3,15,176.7,22,3.54
Tilia cordata,30,14,4.2,12,113.1,4.9,0.78
Tilia cordata,30,17,5.1,11,95,4.9,0.78
Tilia x europaea,55,14,4.2,14,153.9,26.4,4.24
Celtis australis,10,4,1.2,2,3.1,0.6,0.1
Celtis australis,28,6,1.8,8,50.3,1.3,0.2
Celtis australis,35,6,1.8,8,50.3,1.5,0.24
Celtis australis,38,7,2.1,12,113.1,1.6,0.25
Celtis australis,50,8,2.4,12,113.1,1.9,0.3
Celtis australis,50,9,2.7,11,95,1.9,0.3
Celtis australis,48,8,2.4,11,95,1.8,0.3
Celtis australis,45,7,2.1,9,63.6,1.8,0.28
Celtis australis,35,8,2.4,9,63.6,1.5,0.24
Celtis australis,45,6,1.8,9,63.6,1.8,0.28
Celtis australis,21,5,1.5,7,38.5,1,0.16
Celtis australis,24,7,2.1,6,28.3,1.1,0.18
Celtis australis,28,5,1.5,5,19.6,1.3,0.2
Celtis australis,28,6,1.8,9,63.6,1.3,0.2
Celtis australis,29,7,2.1,9,63.6,1.3,0.21
Celtis australis,28,7,2.1,11,95,1.3,0.2
Celtis australis,29,7,2.1,11,95,1.3,0.21
Celtis australis,28,6,1.8,8,50.3,1.3,0.2
Celtis australis,55,8,2.4,11,95,2,0.33
Celtis australis,50,7,2.1,9,63.6,1.9,0.3
Celtis australis,35,8,2.4,9,63.6,1.5,0.24
Celtis australis,45,8,2.4,11,95,1.8,0.28
Platanus x hispanica,90,23,6.9,14,153.9,36.5,5.86
Platanus x hispanica,104,24,7.2,18,254.5,33.3,5.34
Tilia x europaea,75,17,5.1,11,95,40.1,6.45
Tilia cordata,75,18,5.4,12,113.1,16.9,2.71
Tilia cordata,8,3,0.9,1,0.8,0.8,0.13
Tilia cordata,10,3,0.9,1,0.8,1.1,0.18
Tilia cordata,8,3,0.9,1,0.8,0.8,0.13
Tilia cordata,8,3,0.9,1,0.8,0.8,0.13
Tilia cordata,8,3,0.9,1,0.8,0.8,0.13
Platanus x hispanica,8,3,0.9,1,0.8,1.1,0.18
Tilia cordata,60,9,2.7,7,38.5,12.5,2
Aesculus hippocastanum,56,8,2.4,7,38.5,15.7,2.53
Aesculus hippocastanum,30,8,2.4,7,38.5,6.3,1.01
Aesculus hippocastanum,30,8,2.4,7,38.5,6.3,1.01
Celtis australis,28,6,1.8,9,63.6,1.3,0.2
Tilia x europaea,19,5,1.5,4,12.6,6.3,1.01
Aesculus hippocastanum,19,5,1.5,4,12.6,3.2,0.51
Celtis australis,19,5,1.5,4,12.6,1,0.15
Tilia x europaea,57,10,3,12,113.1,27.7,4.45
Tilia x europaea,38,6,1.8,12,113.1,16,2.57
Celtis australis,70,7,2.1,12,113.1,1.8,0.29
Celtis australis,70,7,2.1,12,113.1,1.8,0.29
Celtis australis,70,7,2.1,12,113.1,1.8,0.29
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,45,4,1.2,8,50.3,1.8,0.28
Celtis australis,30,4,1.2,8,50.3,1.3,0.21
Platanus x hispanica,60,12,3.6,14,153.9,20.5,3.3
Platanus x hispanica,60,12,3.6,14,153.9,20.5,3.3
Platanus x hispanica,70,12,3.6,14,153.9,25.6,4.12
Platanus x hispanica,60,12,3.6,14,153.9,20.5,3.3
Aesculus hippocastanum,40,9,2.7,8,50.3,9.6,1.54
Aesculus hippocastanum,40,9,2.7,8,50.3,9.6,1.54
Aesculus hippocastanum,50,9,2.7,8,50.3,13.4,2.15
Aesculus hippocastanum,50,9,2.7,8,50.3,13.4,2.15
Aesculus hippocastanum,50,9,2.7,8,50.3,13.4,2.15
Platanus x hispanica,110,28,8.4,21,346.4,30.1,4.83
Platanus x hispanica,90,16,4.8,21,346.4,36.5,5.86
Aesculus hippocastanum,38,10,3,10,78.5,9,1.44
Aesculus hippocastanum,60,10,3,10,78.5,17.6,2.83
Aesculus hippocastanum,60,10,3,10,78.5,17.6,2.83
Tilia x europaea,50,10,3,12,113.1,23.2,3.72
Tilia x europaea,38,10,3,12,113.1,16,2.57
Tilia x europaea,25,5,1.5,6,28.3,9.1,1.46
Tilia x europaea,25,5,1.5,4,12.6,9.1,1.46
Tilia x europaea,25,5,1.5,4,12.6,9.1,1.46
Tilia x europaea,25,5,1.5,4,12.6,9.1,1.46
Tilia x europaea,25,5,1.5,4,12.6,9.1,1.46
Tilia x europaea,25,5,1.5,4,12.6,9.1,1.46
Tilia x europaea,25,5,1.5,4,12.6,9.1,1.46
Tilia x europaea,25,5,1.5,4,12.6,9.1,1.46
Platanus x hispanica,10,4,1.2,3,7.1,1.5,0.24
Platanus x hispanica,10,4,1.2,3,7.1,1.5,0.24
Platanus x hispanica,29,7,2.1,11,95,7.1,1.14
Platanus x hispanica,29,7,2.1,11,95,7.1,1.14
Platanus x hispanica,10,4,1.2,3,7.1,1.5,0.24
Tilia x europaea,15,7,2.1,4,12.6,4.6,0.73
Platanus x hispanica,120,20,6,17,227,5.5,0.88
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,30,8,2.4,10,78.5,11.6,1.87
Tilia x europaea,50,8,2.4,10,78.5,23.2,3.72
Tilia x europaea,50,8,2.4,10,78.5,23.2,3.72
Tilia x europaea,50,8,2.4,10,78.5,23.2,3.72
Tilia cordata,25,8,2.4,8,50.3,3.8,0.61
Tilia cordata,25,8,2.4,8,50.3,3.8,0.61
Tilia cordata,30,8,2.4,8,50.3,4.9,0.78
Celtis australis,35,5,1.5,8,50.3,1.5,0.24
Celtis australis,35,5,1.5,8,50.3,1.5,0.24
Tilia cordata,25,8,2.4,8,50.3,3.8,0.61
Tilia cordata,25,8,2.4,8,50.3,3.8,0.61
Tilia cordata,25,8,2.4,8,50.3,3.8,0.61
Tilia cordata,35,8,2.4,8,50.3,6,0.97
Tilia cordata,35,8,2.4,8,50.3,6,0.97
Tilia cordata,35,8,2.4,8,50.3,6,0.97
Tilia cordata,30,8,2.4,8,50.3,4.9,0.78
Tilia cordata,35,8,2.4,8,50.3,6,0.97
Tilia cordata,30,8,2.4,8,50.3,4.9,0.78
Tilia cordata,30,8,2.4,8,50.3,4.9,0.78
Tilia cordata,30,8,2.4,8,50.3,4.9,0.78
Tilia cordata,30,8,2.4,8,50.3,4.9,0.78
Tilia cordata,30,8,2.4,8,50.3,4.9,0.78
Celtis australis,45,6,1.8,12,113.1,1.8,0.28
Celtis australis,75,6,1.8,12,113.1,1.5,0.24
Celtis australis,18,3,0.9,6,28.3,0.9,0.15
Celtis australis,75,6,1.8,12,113.1,1.5,0.24
Celtis australis,18,3,0.9,6,28.3,0.9,0.15
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,29,5,1.5,6,28.3,1.3,0.21
Celtis australis,50,5,1.5,6,28.3,1.9,0.3
Celtis australis,15,4,1.2,2,3.1,0.8,0.13
Celtis australis,15,4,1.2,2,3.1,0.8,0.13
Aesculus hippocastanum,32,6,1.8,7,38.5,6.8,1.09
Aesculus hippocastanum,30,6,1.8,7,38.5,6.2,0.99
Tilia cordata,30,7,2.1,11,95,4.9,0.78
Celtis australis,30,5,1.5,8,50.3,1.3,0.21
Celtis australis,30,5,1.5,8,50.3,1.3,0.21
Celtis australis,50,5,1.5,8,50.3,1.9,0.3
Tilia cordata,21,5,1.5,6,28.3,3,0.48
Tilia cordata,28,5,1.5,6,28.3,4.4,0.71
Tilia cordata,28,5,1.5,6,28.3,4.4,0.71
Platanus x hispanica,60,8,2.4,11,95,20.5,3.3
Tilia cordata,15,5,1.5,3,7.1,1.9,0.31
Tilia cordata,15,5,1.5,3,7.1,1.9,0.31
Celtis australis,30,4,1.2,5,19.6,1.3,0.21
Celtis australis,15,4,1.2,5,19.6,0.8,0.13
Tilia cordata,19,4,1.2,2,3.1,2.6,0.42
Celtis australis,30,6,1.8,4,12.6,1.3,0.21
Celtis australis,30,6,1.8,4,12.6,1.3,0.21
Celtis australis,30,6,1.8,4,12.6,1.3,0.21
Celtis australis,31,5,1.5,7,38.5,1.4,0.22
Celtis australis,24,5,1.5,7,38.5,1.1,0.18
Celtis australis,10,3,0.9,1,0.8,0.6,0.1
Tilia cordata,10,3,0.9,1,0.8,1.1,0.18
Carpinus betulus,10,3,0.9,1,0.8,1.7,0.27
Carpinus betulus,10,3,0.9,1,0.8,1.7,0.27
Carpinus betulus,10,3,0.9,1,0.8,1.7,0.27
Platanus x hispanica,41,9,2.7,9,63.6,11.8,1.89
Platanus x hispanica,41,9,2.7,9,63.6,11.8,1.89
Platanus x hispanica,35,9,2.7,9,63.6,9.300000000000001,1.5
Platanus x hispanica,41,9,2.7,9,63.6,11.8,1.89
Platanus x hispanica,41,9,2.7,9,63.6,11.8,1.89
Platanus x hispanica,28,9,2.7,9,63.6,6.7,1.08
Aesculus hippocastanum,63,6,1.8,5,19.6,18.6,2.99
Aesculus hippocastanum,50,5,1.5,5,19.6,13.1,2.1
Aesculus hippocastanum,50,5,1.5,5,19.6,13.1,2.1
Aesculus hippocastanum,50,5,1.5,5,19.6,13.1,2.1
Celtis australis,14,4,1.2,2,3.1,0.8,0.12
Celtis australis,24,6,1.8,4,12.6,1.1,0.18
Celtis australis,21,5,1.5,4,12.6,1,0.16
Platanus x hispanica,22,4,1.2,7,38.5,4.7,0.76
Platanus x hispanica,14,3,0.9,5,19.6,2.4,0.39
Platanus x hispanica,8,2,0.6,2,3.1,1.1,0.18
Platanus x hispanica,14,2,0.6,2,3.1,2.4,0.39
Platanus x hispanica,14,2,0.6,2,3.1,2.4,0.39
Platanus x hispanica,14,2,0.6,2,3.1,2.4,0.39
Carpinus betulus,18,4,1.2,4,12.6,3.5,0.55
Carpinus betulus,18,4,1.2,4,12.6,3.5,0.55
Tilia cordata,12,4,1.2,2,3.1,1.4,0.23
Carpinus betulus,21,4,1.2,3,7.1,4.2,0.68
Carpinus betulus,21,4,1.2,3,7.1,4.2,0.68
Carpinus betulus,21,4,1.2,3,7.1,4.2,0.68
Carpinus betulus,21,4,1.2,3,7.1,4.2,0.68
Carpinus betulus,21,4,1.2,3,7.1,4.2,0.68
Carpinus betulus,21,4,1.2,3,7.1,4.2,0.68
Platanus x hispanica,16,5,1.5,4,12.6,3,0.48
Celtis australis,14,3,0.9,3,7.1,0.8,0.12
Aesculus hippocastanum,30,7,2.1,6,28.3,6.2,1
Platanus x hispanica,28,12,3.6,7,38.5,6.7,1.08
Celtis australis,46,11,3.3,8,50.3,1.8,0.29
Tilia cordata,46,14,4.2,8,50.3,8.699999999999999,1.4
Tilia cordata,12,4,1.2,2,3.1,1.4,0.23
Tilia cordata,12,4,1.2,2,3.1,1.4,0.23
Tilia cordata,12,4,1.2,2,3.1,1.4,0.23
Tilia cordata,12,4,1.2,2,3.1,1.4,0.23
Tilia cordata,12,4,1.2,2,3.1,1.4,0.23
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Tilia cordata,22,7,2.1,6,28.3,3.2,0.52
Celtis australis,41,6,1.8,8,50.3,1.6,0.26
Celtis australis,41,6,1.8,8,50.3,1.6,0.26
Celtis australis,46,6,1.8,5,19.6,1.8,0.29
Celtis australis,8,3,0.9,1,0.8,0.5,0.08
Celtis australis,8,3,0.9,1,0.8,0.5,0.08
Celtis australis,14,5,1.5,4,12.6,0.8,0.12
Celtis australis,51,6,1.8,9,63.6,1.9,0.31
Celtis australis,40,6,1.8,9,63.6,1.6,0.26
Celtis australis,44,6,1.8,9,63.6,1.7,0.28
Celtis australis,24,4,1.2,6,28.3,1.1,0.18
Celtis australis,24,4,1.2,6,28.3,1.1,0.18
Celtis australis,15,4,1.2,5,19.6,0.8,0.13
Celtis australis,15,4,1.2,5,19.6,0.8,0.13
Celtis australis,15,4,1.2,5,19.6,0.8,0.13
Aesculus hippocastanum,15,4,1.2,5,19.6,2.2,0.36
Platanus x hispanica,41,12,3.6,8,50.3,11.8,1.89
Tilia cordata,44,12,3.6,11,95,8.199999999999999,1.32
Platanus x hispanica,32,12,3.6,4,12.6,8.199999999999999,1.31
Platanus x hispanica,60,19,5.7,12,113.1,20.5,3.3
Celtis australis,15,3,0.9,1,0.8,0.8,0.13
Celtis australis,15,3,0.9,1,0.8,0.8,0.13
Tilia cordata,31,8,2.4,7,38.5,5.1,0.82
Celtis australis,12,5,1.5,3,7.1,0.7,0.11
Tilia cordata,38,13,3.9,10,78.5,6.7,1.08
Tilia cordata,48,14,4.2,12,113.1,9.199999999999999,1.48
Tilia cordata,48,13,3.9,12,113.1,9.199999999999999,1.48
Tilia cordata,18,4,1.2,7,38.5,2.4,0.39
Tilia cordata,24,6,1.8,7,38.5,3.6,0.58
Tilia cordata,42,7,2.1,9,63.6,7.7,1.24
Tilia cordata,42,13,3.9,9,63.6,7.7,1.24
Tilia cordata,42,13,3.9,9,63.6,7.7,1.24
Tilia cordata,42,13,3.9,9,63.6,7.7,1.24
Tilia cordata,54,13,3.9,9,63.6,10.8,1.74
Celtis australis,55,8,2.4,9,63.6,2,0.33
Aesculus hippocastanum,25,5,1.5,5,19.6,4.7,0.75
Aesculus hippocastanum,58,11,3.3,12,113.1,16.8,2.7
Aesculus hippocastanum,58,11,3.3,12,113.1,16.8,2.7
