Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,canopy_cov,index_right,numero_cir,area,perimetro,Region,fumetto
8858.0,Aesculus hippocastanum,45,2836.18,667.8,107.3,11.4,1.83,0.2,0.44,,,184.9,0.95,,3.23,30.4,8.5,2.6,7,38.5,127.5,8.9,46.06350822398182,11.13355418015554,POINT (11.13355418015554 46.06350822398182),38.5,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8859.0,Aesculus hippocastanum,53,3805.81,1011.8,162.57,14.7,2.36,0.4,0.74,,,310.3,1.6,,4.7,39.1,10.5,3.2,8,50.3,213.9,15,46.06355599992627,11.13363217697197,POINT (11.13363217697197 46.06355599992627),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8860.0,Aesculus hippocastanum,11,481.36,21.8,3.51,1.5,0.24,0,0.05,,,19.9,0.1,,0.39,3.9,5,1.5,3,7.1,13.7,1,46.06359859066789,11.13370829322192,POINT (11.13370829322192 46.06359859066789),7.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8861.0,Aesculus hippocastanum,17,689.13,62.1,9.98,2.7,0.44,0,0.08,,,34.8,0.18,,0.7,7.3,6,1.8,4,12.6,24,1.7,46.06365159442981,11.13378106134308,POINT (11.13378106134308 46.06365159442981),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8862.0,Aesculus hippocastanum,20,826.42,95.7,15.38,3.6,0.57,0.1,0.11,,,44.1,0.23,,0.9,9.5,9,2.7,4,12.6,30.4,2.1,46.06369845614153,11.13384053389297,POINT (11.13384053389297 46.06369845614153),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8863.0,Aesculus hippocastanum,13,540.72,32.7,5.25,1.9,0.3,0.1,0.13,,,53.2,0.27,,0.7,5,5.5,1.7,5,19.6,36.7,2.6,46.06374391256715,11.13389814222186,POINT (11.13389814222186 46.06374391256715),19.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8864.0,Aesculus hippocastanum,48,3181.24,779,125.16,12.5,2.01,0.4,0.71,,,295.5,1.52,,4.24,33.4,8,2.4,8,50.3,203.7,14.2,46.06378538393768,11.13396671657098,POINT (11.13396671657098 46.06378538393768),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8865.0,Aesculus hippocastanum,13,540.72,32.8,5.26,1.9,0.3,0,0.03,,,12.8,0.07000000000000001,,0.4,5,5.6,1.7,2.5,4.9,8.800000000000001,0.6,46.06382326780497,11.13402015427901,POINT (11.13402015427901 46.06382326780497),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8866.0,Aesculus hippocastanum,22,930.3099999999999,116.5,18.72,4,0.64,0.1,0.19,,,78.40000000000001,0.4,,1.23,10.6,7,2.1,5,19.6,54.1,3.8,46.06385600029439,11.13406990245938,POINT (11.13406990245938 46.06385600029439),19.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8867.0,Aesculus hippocastanum,8,170.89,9.699999999999999,1.57,0.9,0.15,0,0.02,,,8.800000000000001,0.05,,0.21,2.4,3,0.9,2,3.1,6.1,0.4,46.06389914825638,11.1341161732992,POINT (11.1341161732992 46.06389914825638),3.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8868.0,Aesculus hippocastanum,59,4636.93,1320.4,212.14,17.2,2.77,0.6,1.23,,,513,2.64,,6.64,46,11,3.3,9,63.6,353.6,24.7,46.06394069338551,11.13432051300118,POINT (11.13432051300118 46.06394069338551),63.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8869.0,Aesculus hippocastanum,40,2310.55,503.3,80.86,9.6,1.54,0.3,0.6,,,249,1.28,,3.42,25.6,9,2.7,8,50.3,171.7,12,46.06398620570239,11.13437993430303,POINT (11.13437993430303 46.06398620570239),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8870.0,Aesculus hippocastanum,42,2513.38,566.7,91.05,10.3,1.66,0.4,0.74,,,310.1,1.59,,4,27.5,9,2.7,8,50.3,213.8,14.9,46.06402653526717,11.13443734571386,POINT (11.13443734571386 46.06402653526717),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8871.0,Aesculus hippocastanum,58,4492.23,1266.1,203.43,16.8,2.7,0.8,1.48,,,616.5,3.17,,7.35,44.8,11,3.3,11,95,425,29.7,46.06406058528334,11.13448882599671,POINT (11.13448882599671 46.06406058528334),95.0,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8872.0,Aesculus hippocastanum,56,4210.24,1154,185.41,15.9,2.55,0.8,1.47,,,611.6,3.14,,7.16,42.4,10,3,10,78.5,421.6,29.5,46.06409589201935,11.13454048409774,POINT (11.13454048409774 46.06409589201935),78.5,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8873.0,Aesculus hippocastanum,68,6050.57,1871.8,300.74,21.3,3.42,1,1.88,,,786.1,4.04,,9.35,56.8,11,3.3,12,113.1,541.9,37.9,46.06415770152753,11.1346284624778,POINT (11.1346284624778 46.06415770152753),113.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8874.0,Aesculus hippocastanum,69,6220,1951.3,313.51,21.8,3.51,0.9,1.64,,,683.2,3.51,,8.66,58.2,12,3.6,10,78.5,471,32.9,46.06419924244979,11.13469329094307,POINT (11.13469329094307 46.06419924244979),78.5,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8875.0,Aesculus hippocastanum,55,4072.96,1119.1,179.8,15.6,2.51,0.7,1.37,,,569.5,2.93,,6.8,41.6,12,3.6,11,95,392.6,27.5,46.06424977732009,11.13475846633082,POINT (11.13475846633082 46.06424977732009),95.0,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8876.0,Aesculus hippocastanum,50,3423.65,880.7,141.5,13.5,2.17,0.6,1.1,,,461,2.37,,5.64,36,11,3.3,10,78.5,317.8,22.2,46.06429009280699,11.13482143757426,POINT (11.13482143757426 46.06429009280699),78.5,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8877.0,Aesculus hippocastanum,68,6050.57,1887.8,303.3,21.4,3.44,1.1,2.14,,,894.3,4.6,,10.18,57.1,12.5,3.8,12,113.1,616.5,43.1,46.06435051918602,11.13491117342096,POINT (11.13491117342096 46.06435051918602),113.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8878.0,Aesculus hippocastanum,58,4492.23,1274.3,204.74,16.9,2.71,1,1.91,,,795.1,4.09,,8.699999999999999,45,12,3.6,12,113.1,548.1,38.3,46.06444007390752,11.13504121027787,POINT (11.13504121027787 46.06444007390752),113.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8879.0,Aesculus hippocastanum,63,5240.48,1560.5,250.72,19.1,3.06,0.8,1.6,,,668.9,3.44,,8.109999999999999,50.9,12,3.6,12,113.1,461.1,32.2,46.06450059004385,11.13513095007625,POINT (11.13513095007625 46.06450059004385),113.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8880.0,Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.9,1.69,,,706.5,3.63,,8.18,47.3,12,3.6,12,113.1,487,34.1,46.06454457895222,11.13519962341257,POINT (11.13519962341257 46.06454457895222),113.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8881.0,Aesculus hippocastanum,13,540.72,31.2,5.01,1.8,0.29,0,0.03,,,11.8,0.06,,0.38,4.8,3.5,1,2.5,4.9,8.1,0.6,46.06457862619057,11.13525123385097,POINT (11.13525123385097 46.06457862619057),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8882.0,Aesculus hippocastanum,88,9595.440000000001,3562.6,572.39,31.3,5.04,1.3,2.44,,,1016.7,5.23,,12.7,83.59999999999999,12.5,3.8,12.5,122.7,700.8,49,46.06465186589636,11.13534883493626,POINT (11.13534883493626 46.06465186589636),122.7,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8883.0,Aesculus hippocastanum,13,540.72,31.2,5.01,1.8,0.29,0,0.03,,,11,0.06,,0.37,4.8,3.5,1,2.5,4.9,7.6,0.5,46.06472241089885,11.13545577117103,POINT (11.13545577117103 46.06472241089885),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8884.0,Aesculus hippocastanum,62,5085.88,1500.4,241.07,18.6,2.99,1,1.83,,,763.7,3.93,,8.75,49.7,12,3.6,13,132.7,526.5,36.8,46.06479557796352,11.13555724896459,POINT (11.13555724896459 46.06479557796352),132.7,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8885.0,Aesculus hippocastanum,8,170.89,9.6,1.54,0.9,0.15,0,0.01,,,4.9,0.03,,0.18,2.4,2.5,0.8,1.5,1.8,3.4,0.2,46.06485500841424,11.13563763847642,POINT (11.13563763847642 46.06485500841424),1.8,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8886.0,Aesculus hippocastanum,10,267.01,16.2,2.61,1.2,0.2,0,0.02,,,9.5,0.05,,0.27,3.3,2.5,0.8,2,3.1,6.6,0.5,46.06395761203014,11.13417609367822,POINT (11.13417609367822 46.06395761203014),3.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8887.0,Aesculus hippocastanum,10,267.01,16.5,2.65,1.2,0.2,0,0.02,,,6.3,0.03,,0.25,3.3,3,0.9,1.5,1.8,4.3,0.3,46.06399179974616,11.13422020909081,POINT (11.13422020909081 46.06399179974616),1.8,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8888.0,Aesculus hippocastanum,18,732.42,68.59999999999999,11.02,2.9,0.46,0,0.09,,,38,0.2,,0.75,7.7,4,1.2,4,12.6,26.2,1.8,46.0640423011078,11.13428719266776,POINT (11.13428719266776 46.0640423011078),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8889.0,Aesculus hippocastanum,22,930.3099999999999,113,18.16,3.9,0.63,0,0.09,,,35.8,0.18,,0.9,10.4,5,1.5,4,12.6,24.7,1.7,46.06408888253777,11.13436165379843,POINT (11.13436165379843 46.06408888253777),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8890.0,Aesculus hippocastanum,16,648.3200000000001,51.7,8.31,2.4,0.39,0,0.06,,,23.2,0.12,,0.57,6.5,4,1.2,3.5,9.6,16,1.1,46.06415592497284,11.134444144626,POINT (11.134444144626 46.06415592497284),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8891.0,Aesculus hippocastanum,16,648.3200000000001,51.7,8.31,2.4,0.39,0,0.05,,,21.5,0.11,,0.5600000000000001,6.5,4,1.2,3.5,9.6,14.9,1,46.06419496154641,11.13450331658057,POINT (11.13450331658057 46.06419496154641),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8892.0,Aesculus hippocastanum,15,609.98,44.8,7.2,2.2,0.36,0,0.09,,,36.7,0.19,,0.64,6,4.5,1.3,4,12.6,25.3,1.8,46.06424040375174,11.13456648525205,POINT (11.13456648525205 46.06424040375174),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8893.0,Aesculus hippocastanum,16,648.3200000000001,51.7,8.31,2.4,0.39,0,0.08,,,32.3,0.17,,0.64,6.5,4,1.2,4,12.6,22.2,1.6,46.06428441294501,11.13463890823476,POINT (11.13463890823476 46.06428441294501),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8894.0,Aesculus hippocastanum,16,648.3200000000001,52.3,8.4,2.5,0.4,0,0.07000000000000001,,,28.9,0.15,,0.61,6.6,4.5,1.3,3.5,9.6,19.9,1.4,46.0643223640756,11.13468872914327,POINT (11.13468872914327 46.0643223640756),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8895.0,Aesculus hippocastanum,15,609.98,44.4,7.13,2.2,0.36,0,0.04,,,14.7,0.08,,0.47,6,4,1.2,2.5,4.9,10.1,0.7,46.06436008521685,11.13474604055183,POINT (11.13474604055183 46.06436008521685),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8896.0,Aesculus hippocastanum,10,267.01,16.5,2.65,1.2,0.2,0,0.02,,,9.5,0.05,,0.27,3.3,3,0.9,2,3.1,6.6,0.5,46.06440416430584,11.13481471688056,POINT (11.13481471688056 46.06440416430584),3.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8897.0,Aesculus hippocastanum,9,216.28,12.9,2.07,1.1,0.17,0,0.02,,,9.199999999999999,0.05,,0.24,2.9,3,0.9,2,3.1,6.3,0.4,46.06446072327214,11.13490430376328,POINT (11.13490430376328 46.06446072327214),3.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8898.0,Aesculus hippocastanum,60,4784.1,1375.9,221.07,17.7,2.84,0.8,1.53,,,638.4,3.28,,7.65,47.1,11,3.3,10,78.5,440.1,30.8,46.06452377775181,11.13499789100191,POINT (11.13499789100191 46.06452377775181),78.5,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8899.0,Aesculus hippocastanum,12,509.8,27.4,4.4,1.7,0.27,0,0.04,,,18.2,0.09,,0.41,4.5,6,1.8,3,7.1,12.5,0.9,46.0645706526774,11.13505180621198,POINT (11.13505180621198 46.0645706526774),7.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8900.0,Aesculus hippocastanum,13,540.72,32.7,5.25,1.9,0.3,0,0.05,,,22,0.11,,0.47,5,5.5,1.7,3.5,9.6,15.2,1.1,46.06461723599607,11.13512613948932,POINT (11.13512613948932 46.06461723599607),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8901.0,Aesculus hippocastanum,60,4784.1,1349.3,216.78,17.5,2.8,0.4,0.82,,,340.5,1.75,,5.37,46.5,8,2.4,8,50.3,234.7,16.4,46.06466745667957,11.13520811252955,POINT (11.13520811252955 46.06466745667957),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8902.0,Aesculus hippocastanum,40,2310.55,498.7,80.13,9.6,1.54,0.3,0.66,,,277.1,1.42,,3.62,25.5,8,2.4,8,50.3,191,13.4,46.06469841026934,11.13528559287449,POINT (11.13528559287449 46.06469841026934),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8903.0,Aesculus hippocastanum,19,778.1799999999999,83.59999999999999,13.42,3.3,0.53,0.1,0.19,,,78.59999999999999,0.4,,1.12,8.699999999999999,8,2.4,5,19.6,54.2,3.8,46.0647464602721,11.13534886337107,POINT (11.13534886337107 46.0647464602721),19.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8904.0,Aesculus hippocastanum,50,3423.65,880.7,141.5,13.5,2.17,0.4,0.74,,,309,1.59,,4.5,36,11,3.3,8,50.3,213,14.9,46.06481047588962,11.13545360843036,POINT (11.13545360843036 46.06481047588962),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8905.0,Aesculus hippocastanum,24,1044.09,145.4,23.36,4.6,0.73,0.3,0.63,,,261.4,1.34,,2.7,12.1,8,2.4,8,50.3,180.2,12.6,46.06486225554229,11.13552439314983,POINT (11.13552439314983 46.06486225554229),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8906.0,Aesculus hippocastanum,10,267.01,17,2.73,1.3,0.2,0,0.04,,,18,0.09,,0.34,3.4,4,1.2,3,7.1,12.4,0.9,46.06490528269003,11.13558191039571,POINT (11.13558191039571 46.06490528269003),7.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8907.0,Aesculus hippocastanum,18,732.42,68.59999999999999,11.02,2.9,0.46,0,0.09,,,38,0.2,,0.75,7.7,4,1.2,4,12.6,26.2,1.8,46.06497573598473,11.13581891939904,POINT (11.13581891939904 46.06497573598473),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8908.0,Aesculus hippocastanum,15,609.98,43.9,7.05,2.2,0.36,0,0.03,,,14.2,0.07000000000000001,,0.46,5.9,3.5,1,2.5,4.9,9.800000000000001,0.7,46.06504155196509,11.13589955583826,POINT (11.13589955583826 46.06504155196509),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8909.0,Aesculus hippocastanum,70,6391.92,1999,321.18,22.1,3.56,0.8,1.59,,,661.7,3.4,,8.550000000000001,59,10,3,10,78.5,456.2,31.9,46.06507556504987,11.13595297606459,POINT (11.13595297606459 46.06507556504987),78.5,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8910.0,Aesculus hippocastanum,70,6391.92,1993.3,320.26,22.1,3.55,0.8,1.55,,,647.5,3.33,,8.43,58.9,9.5,2.8,11,95,446.3,31.2,46.06512083247676,11.13602544982074,POINT (11.13602544982074 46.06512083247676),95.0,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8911.0,Aesculus hippocastanum,10,267.01,16.8,2.69,1.3,0.2,0,0.02,,,7,0.04,,0.26,3.4,3.5,1,1.5,1.8,4.9,0.3,46.0651561046564,11.13607891878772,POINT (11.13607891878772 46.0651561046564),1.8,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8912.0,Aesculus hippocastanum,16,648.3200000000001,51.7,8.31,2.4,0.39,0,0.07000000000000001,,,28,0.14,,0.6,6.5,4,1.2,3.5,9.6,19.3,1.3,46.06531361023615,11.13631010865573,POINT (11.13631010865573 46.06531361023615),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8913.0,Aesculus hippocastanum,12,509.8,25.8,4.14,1.6,0.26,0,0.03,,,12.3,0.06,,0.35,4.3,3.5,1,2.5,4.9,8.5,0.6,46.06539546469671,11.13643791340949,POINT (11.13643791340949 46.06539546469671),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8914.0,Aesculus hippocastanum,18,732.42,68.59999999999999,11.02,2.9,0.46,0,0.05,,,22.1,0.11,,0.63,7.7,4,1.2,3,7.1,15.3,1.1,46.06546117631114,11.13652410712484,POINT (11.13652410712484 46.06546117631114),7.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8915.0,Aesculus hippocastanum,9,216.28,13.1,2.1,1.1,0.18,0,0.02,,,8.199999999999999,0.04,,0.24,2.9,3.5,1,2,3.1,5.7,0.4,46.06551424824877,11.13659313336767,POINT (11.13659313336767 46.06551424824877),3.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8916.0,Aesculus hippocastanum,10,267.01,16.8,2.69,1.3,0.2,0,0.02,,,7.4,0.04,,0.26,3.4,3.5,1,2,3.1,5.1,0.4,46.06556310476078,11.13668061639362,POINT (11.13668061639362 46.06556310476078),3.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8917.0,Aesculus hippocastanum,12,509.8,25.8,4.14,1.6,0.26,0,0.03,,,13.9,0.07000000000000001,,0.36,4.3,3.5,1,2.5,4.9,9.6,0.7,46.06564148717642,11.13678229870783,POINT (11.13678229870783 46.06564148717642),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8918.0,Aesculus hippocastanum,80,8086.97,2795.2,449.1,27.1,4.35,1.2,2.25,,,940.7,4.84,,11.45,72.3,11,3.3,12,113.1,648.4,45.3,46.06573741379922,11.13691801834758,POINT (11.13691801834758 46.06573741379922),113.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8919.0,Aesculus hippocastanum,12,509.8,25.8,4.14,1.6,0.26,0,0.04,,,18.5,0.1,,0.4,4.3,3.5,1,3,7.1,12.8,0.9,46.06580823518969,11.13701009971599,POINT (11.13701009971599 46.06580823518969),7.1,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8920.0,Aesculus hippocastanum,8,170.89,9.699999999999999,1.57,0.9,0.15,0,0.01,,,5.8,0.03,,0.19,2.4,3,0.9,1.5,1.8,4,0.3,46.06585238248161,11.13693551597336,POINT (11.13693551597336 46.06585238248161),1.8,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8921.0,Aesculus hippocastanum,17,689.13,59.2,9.51,2.6,0.43,0,0.03,,,12.1,0.06,,0.52,7.1,3.5,1,2.5,4.9,8.300000000000001,0.6,46.06579559750571,11.13685328617195,POINT (11.13685328617195 46.06579559750571),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8922.0,Aesculus hippocastanum,14,574.11,37.2,5.98,2,0.32,0,0.03,,,13,0.07000000000000001,,0.42,5.4,3.5,1,2.5,4.9,8.9,0.6,46.06576863620722,11.13677414726983,POINT (11.13677414726983 46.06576863620722),4.9,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8923.0,Aesculus hippocastanum,14,574.11,37.2,5.98,2,0.32,0,0.05,,,21.4,0.11,,0.48,5.4,3.5,1,3.5,9.6,14.7,1,46.06570366440354,11.13671578112421,POINT (11.13671578112421 46.06570366440354),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8924.0,Aesculus hippocastanum,60,4784.1,1384.6,222.45,17.7,2.85,0.5,0.87,,,364,1.87,,5.59,47.3,12,3.6,8,50.3,251,17.6,46.06562783407226,11.13661238707329,POINT (11.13661238707329 46.06562783407226),50.3,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8925.0,Aesculus hippocastanum,15,609.98,44.4,7.13,2.2,0.36,0,0.07000000000000001,,,27.3,0.14,,0.5600000000000001,6,4,1.2,3.5,9.6,18.8,1.3,46.06556326382536,11.1365373569311,POINT (11.1365373569311 46.06556326382536),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8926.0,Aesculus hippocastanum,18,732.42,69.90000000000001,11.23,2.9,0.47,0,0.09,,,35.7,0.18,,0.74,7.8,5,1.5,4,12.6,24.6,1.7,46.06550122579672,11.13645686475608,POINT (11.13645686475608 46.06550122579672),12.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8927.0,Aesculus hippocastanum,18,732.42,69.2,11.12,2.9,0.47,0,0.06,,,23.2,0.12,,0.64,7.8,4.5,1.3,3.5,9.6,16,1.1,46.06541447486968,11.1363213713175,POINT (11.1363213713175 46.06541447486968),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8928.0,Aesculus hippocastanum,16,648.3200000000001,53.3,8.57,2.5,0.4,0,0.06,,,25.5,0.13,,0.59,6.7,5.5,1.7,3.5,9.6,17.6,1.2,46.0653655818321,11.13623582694928,POINT (11.13623582694928 46.0653655818321),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
8929.0,Aesculus hippocastanum,18,732.42,69.2,11.12,2.9,0.47,0,0.06,,,23.2,0.12,,0.64,7.8,4.5,1.3,3.5,9.6,16,1.1,46.06521425407631,11.13601599526963,POINT (11.13601599526963 46.06521425407631),9.6,4,11,3073349,10962,S.GIUSEPPE-S.CHIARA,Circoscrizione n. 11 - S.GIUSEPPE-S.CHIARA
