,year,month,min_temp,max_temp,avg
232,2010,5,12.683870967741935,21.88387096774193,17.283870967741933
233,2010,6,16.369999999999997,27.44333333333333,21.906666666666666
234,2010,7,18.98387096774194,31.038709677419355,25.01129032258065
235,2010,8,17.19677419354839,27.087096774193547,22.141935483870967
236,2010,9,12.703333333333331,21.733333333333338,17.218333333333334
237,2010,10,7.503225806451613,15.216129032258063,11.359677419354838
238,2010,11,5.27,9.72,7.495
239,2010,12,-1.403225806451613,3.4967741935483865,1.0467741935483867
240,2011,1,-1.1741935483870964,4.574193548387096,1.6999999999999997
241,2011,2,1.203571428571428,9.910714285714281,5.557142857142854
242,2011,3,4.567741935483871,15.087096774193547,9.827419354838709
243,2011,4,9.486666666666668,22.17333333333334,15.830000000000004
244,2011,5,12.145161290322578,25.722580645161294,18.933870967741935
245,2011,6,16.546666666666667,25.58,21.063333333333333
246,2011,7,16.36451612903226,27.98387096774194,22.1741935483871
247,2011,8,17.503225806451606,29.58709677419355,23.54516129032258
248,2011,9,15.16333333333333,25.716666666666672,20.44
249,2011,10,7.95483870967742,17.067741935483873,12.511290322580646
250,2011,11,2.736666666666667,10.01666666666667,6.376666666666668
251,2011,12,-0.21612903225806443,6.603225806451612,3.193548387096774
252,2012,1,-2.2322580645161287,6.135483870967741,1.9516129032258063
253,2012,2,-1.8482758620689652,7.924137931034484,3.0379310344827593
254,2012,3,6.480645161290323,18.664516129032254,12.572580645161288
255,2012,4,8.333333333333334,17.016666666666666,12.675
256,2012,5,11.83548387096774,23.393548387096775,17.614516129032257
257,2012,6,16.99,27.55333333333333,22.271666666666665
258,2012,7,17.34516129032258,28.899999999999995,23.122580645161285
259,2012,8,18.016129032258064,30.312903225806455,24.164516129032258
260,2012,9,13.656666666666668,22.87,18.263333333333335
261,2012,10,9.738709677419356,16.822580645161292,13.280645161290323
262,2012,11,5.053333333333333,10.580000000000002,7.816666666666667
263,2012,12,-1.7064516129032257,4.79032258064516,1.5419354838709673
264,2013,1,-0.1774193548387097,6.477419354838708,3.149999999999999
265,2013,2,-0.5357142857142857,6.79642857142857,3.130357142857142
266,2013,3,3.7806451612903222,11.112903225806454,7.4467741935483875
267,2013,4,9.490000000000002,18.333333333333332,13.911666666666667
268,2013,5,11.064516129032256,20.583870967741937,15.824193548387097
269,2013,6,14.796666666666669,26.726666666666663,20.761666666666667
270,2013,7,18.419354838709676,31.23548387096774,24.82741935483871
271,2013,8,17.18387096774193,30.0258064516129,23.604838709677416
272,2013,9,13.943333333333333,23.636666666666667,18.79
273,2013,10,11.058064516129031,16.529032258064515,13.793548387096774
274,2013,11,5.963333333333336,11.149999999999999,8.556666666666667
275,2013,12,0.5838709677419355,7.67741935483871,4.130645161290323
276,2014,1,1.6290322580645158,6.519354838709678,4.074193548387097
277,2014,2,3.4714285714285715,8.957142857142856,6.2142857142857135
278,2014,3,5.6258064516129025,17.06451612903226,11.345161290322581
279,2014,4,9.26,19.649999999999995,14.454999999999998
280,2014,5,11.861290322580647,22.416129032258063,17.138709677419357
281,2014,6,15.143333333333336,27.59666666666666,21.369999999999997
282,2014,7,16.61935483870968,26.738709677419358,21.679032258064517
283,2014,8,16.45483870967741,24.870967741935477,20.662903225806446
284,2014,9,14.313333333333329,23.35666666666667,18.835
285,2014,10,11.396774193548387,18.599999999999998,14.998387096774191
286,2014,11,7.633333333333332,12.319999999999997,9.976666666666665
287,2014,12,2.4483870967741943,7.919354838709677,5.183870967741935
288,2015,1,-0.17741935483870977,7.174193548387097,3.4983870967741937
289,2015,2,1.4785714285714284,9.10357142857143,5.291071428571429
290,2015,3,5.087096774193548,14.53225806451613,9.80967741935484
291,2015,4,8.463333333333333,20.05666666666666,14.259999999999998
292,2015,5,13.658064516129032,23.338709677419352,18.49838709677419
293,2015,6,16.476666666666663,27.339999999999996,21.90833333333333
294,2015,7,20.72258064516129,33.170967741935485,26.946774193548386
295,2015,8,18.20967741935484,29.77096774193548,23.99032258064516
296,2015,9,12.889999999999997,22.439999999999998,17.665
297,2015,10,9.329032258064515,16.003225806451606,12.66612903225806
298,2015,11,3.099999999999999,11.800000000000002,7.450000000000001
299,2015,12,-1.4516129032258063,6.51290322580645,2.530645161290322
300,2016,1,-1.1193548387096772,5.9870967741935495,2.433870967741936
301,2016,2,3.017241379310345,9.534482758620692,6.275862068965519
302,2016,3,5.141935483870967,14.532258064516132,9.837096774193549
303,2016,4,9.776666666666667,19.753333333333334,14.765
304,2016,5,11.435483870967746,22.048387096774192,16.741935483870968
