,size
4140,59.5
4141,60.0
4142,45.8
4143,24.0
4144,40.0
4145,42.0
4146,36.6
4147,49.7
4148,51.3
4149,43.0
4150,32.2
4151,48.4
4152,55.4
4153,28.2
4154,28.2
4155,28.2
4156,28.2
4157,28.2
4158,8.5
4159,8.5
4160,26.6
4161,28.2
4162,28.2
4163,28.2
4164,15.0
4165,57.5
4166,28.2
4167,28.2
4168,10.0
4169,28.2
4170,28.2
4171,28.2
4172,28.2
4173,28.2
4174,28.2
4175,28.2
4176,28.2
4177,28.2
4178,28.2
4179,28.2
4180,26.7
4181,22.4
4182,15.0
4183,15.0
4184,15.0
4185,10.5
4186,10.5
4187,39.3
4188,28.2
4189,28.2
4190,28.2
4191,28.2
4192,28.2
4193,28.2
4194,28.2
4195,28.2
4196,28.2
4197,28.2
4198,28.2
4199,28.2
4200,28.2
4201,28.2
4202,28.2
4203,28.2
4204,14.5
4205,28.2
4206,28.2
4207,28.2
4208,28.2
4209,28.2
4210,28.2
4211,28.2
4212,28.2
4213,20.0
4214,24.0
4215,33.0
4216,29.0
4217,10.0
4218,9.0
4219,9.0
4220,9.0
4221,9.0
4222,9.0
4223,10.0
4224,10.0
4225,10.0
4226,6.0
4227,6.0
4228,13.0
4229,29.0
4230,9.0
4231,12.0
4232,9.0
4233,12.0
4234,8.0
4235,16.0
4236,9.0
4237,18.0
4238,8.0
4239,8.0
4240,8.0
4241,13.0
4242,15.0
4243,13.0
4244,7.0
4245,12.0
4246,8.0
4247,18.0
4248,7.0
4249,19.0
4250,7.0
4251,7.0
4252,9.0
4253,11.0
4254,14.0
4255,6.0
4256,7.0
4257,7.0
4258,13.0
4259,15.0
4260,6.0
4261,6.0
4262,6.0
4263,5.0
4264,5.0
4265,17.0
4266,8.0
4267,16.0
4268,14.0
4269,14.0
4270,14.0
4271,16.0
4272,16.0
4273,8.0
4274,15.0
4275,12.0
4276,20.0
4277,10.0
4278,10.0
4279,12.0
4280,13.0
4281,11.0
4282,11.0
4283,3.0
4284,35.0
4285,20.0
4286,30.0
4287,10.0
4288,12.0
4289,12.0
4290,7.0
4291,4.0
4292,12.0
4293,7.0
4294,35.0
4295,22.0
4296,25.0
4297,25.0
4298,25.0
4299,7.0
4300,7.0
4301,7.0
4302,19.0
4303,15.0
4304,13.0
4305,15.0
4306,14.0
4307,16.0
4308,13.0
4309,16.0
4310,10.0
4311,7.0
4312,14.0
4313,13.0
4314,7.0
4315,8.0
4316,7.0
4317,9.0
4318,7.0
4319,7.0
4320,7.0
4321,11.0
4322,12.0
4323,6.0
4324,14.0
4325,13.0
4326,9.0
4327,10.0
4328,10.0
4329,12.0
4330,10.0
4331,9.0
4332,14.0
4333,14.0
4334,14.0
4335,14.0
4336,14.0
4337,14.0
4338,14.0
4339,14.0
4340,14.0
4341,14.0
4342,14.0
4343,11.0
4344,11.0
4345,11.0
4346,14.0
4347,14.0
4348,14.0
4349,13.0
4350,14.0
4351,12.0
4352,12.0
4353,16.0
4354,12.0
4355,12.0
4356,12.0
4357,9.0
4358,11.0
4359,14.0
4360,11.0
4361,11.0
4362,11.0
4363,11.0
4364,9.0
4365,11.0
4366,11.0
4367,14.0
4368,14.0
4369,14.0
4370,14.0
4371,14.0
4372,14.0
4373,14.0
4374,14.0
4375,14.0
4376,14.0
4377,14.0
4378,14.0
4379,14.0
4380,10.0
4381,10.0
4382,10.0
4383,10.0
4384,10.0
4385,10.0
4386,10.0
4387,10.0
4388,10.0
4389,10.0
4390,10.0
4391,10.0
4392,10.0
4393,10.0
4394,10.0
4395,10.0
4396,10.0
4397,10.0
4398,10.0
4399,10.0
4400,10.0
4401,10.0
4402,10.0
4403,10.0
4404,10.0
4405,10.0
4406,10.0
4407,10.0
4408,10.0
4409,10.0
4410,10.0
4411,10.0
4412,10.0
4413,10.0
4414,10.0
4415,10.0
4416,10.0
4417,10.0
4418,10.0
4419,10.0
4420,10.0
4421,10.0
4422,10.0
4423,10.0
4424,10.0
4425,10.0
4426,10.0
4427,10.0
4428,10.0
4429,10.0
4430,10.0
4431,10.0
4432,10.0
4433,10.0
4434,10.0
4435,10.0
4436,10.0
4437,10.0
4438,10.0
4439,10.0
4440,10.0
4441,28.0
4442,18.0
4443,7.0
4444,6.0
4445,8.0
4446,9.0
4447,8.0
4448,12.0
4449,16.0
4450,12.0
4451,7.0
4452,8.0
4453,18.0
4454,15.0
4455,21.0
4456,15.0
4457,13.0
4458,14.0
4459,13.0
4460,18.0
4461,10.0
4462,11.0
4463,22.0
4464,21.0
4465,16.0
4466,15.0
4467,24.0
4468,26.0
4469,22.0
4470,19.0
4471,14.0
4472,18.0
4473,24.0
4474,14.0
4475,14.0
4476,25.0
4477,16.0
4478,17.0
4479,12.0
4480,10.0
4481,10.0
4482,9.0
4483,10.0
4484,10.0
4485,9.0
4486,10.0
4487,10.0
4488,9.0
4489,10.0
4490,9.0
4491,9.0
4492,10.0
4493,10.0
4494,10.0
4495,9.0
4496,9.0
4497,10.0
4498,9.0
4499,9.0
4500,9.0
4501,9.0
4502,10.0
4503,9.0
4504,10.0
4505,9.0
4506,9.0
4507,9.0
4508,9.0
4509,10.0
4510,18.0
4511,20.0
4512,16.0
4513,15.0
4514,14.0
4515,15.0
4516,15.0
4517,14.0
4518,18.0
4519,8.0
4520,8.0
4521,16.0
4522,16.0
4523,14.0
4524,14.0
4525,14.0
4526,14.0
4527,18.0
4528,18.0
4529,18.0
4530,18.0
4531,18.0
4532,18.0
4533,16.0
4534,18.0
4535,18.0
4536,18.0
4537,18.0
4538,18.0
4539,18.0
4540,18.0
4541,17.0
4542,18.0
4543,18.0
4544,18.0
4545,20.0
4546,20.0
4547,20.0
4548,20.0
4549,20.0
4550,18.0
4551,20.0
4552,20.0
4553,22.0
4554,11.0
4555,9.0
4556,11.0
4557,11.0
4558,9.0
4559,10.0
4560,9.0
4561,12.0
4562,12.0
4563,12.0
4564,12.0
4565,12.0
4566,13.0
4567,12.0
4568,12.0
4569,12.0
4570,12.0
4571,12.0
4572,12.0
4573,12.0
4574,12.0
4575,10.0
4576,11.0
4577,11.0
4578,11.0
4579,12.0
4580,12.0
4581,25.0
4582,25.0
4583,19.0
4584,21.0
4585,21.0
4586,21.0
4587,21.0
4588,20.0
4589,21.0
4590,22.0
4591,18.0
4592,22.0
4593,19.0
4594,19.0
4595,19.0
4596,22.0
4597,19.0
4598,23.0
4599,25.0
4600,12.0
4601,12.0
4602,18.0
4603,19.0
4604,16.0
4605,19.0
4606,18.0
4607,6.0
4608,7.0
4609,12.0
4610,13.0
4611,7.0
4612,18.0
4613,11.0
4614,15.0
4615,10.0
4616,18.0
4617,7.0
4618,7.0
4619,15.0
4620,17.0
4621,8.0
4622,7.0
4623,17.0
4624,6.0
4625,21.0
4626,7.0
4627,10.0
4628,7.0
4629,12.0
4630,11.0
4631,19.0
4632,18.0
4633,22.0
4634,12.0
4635,16.0
4636,15.0
4637,13.0
4638,12.0
4639,12.0
4640,10.0
4641,11.0
4642,8.0
4643,9.0
4644,10.0
4645,12.0
4646,22.0
4647,21.0
4648,18.0
4649,19.0
4650,13.0
4651,16.0
4652,33.0
4653,33.0
4654,22.0
4655,7.0
4656,32.0
4657,21.0
4658,28.0
4659,22.0
4660,29.0
4661,15.0
4662,7.0
4663,13.0
4664,14.0
4665,19.0
4666,28.0
4667,31.0
4668,18.0
4669,18.0
4670,22.0
4671,24.0
4672,24.0
4673,21.0
4674,24.0
4675,29.0
4676,18.0
4677,25.0
4678,19.0
4679,16.0
4680,16.0
4681,17.0
4682,14.0
4683,13.0
4684,13.0
4685,15.0
4686,14.0
4687,18.0
4688,6.0
4689,13.0
4690,6.0
4691,10.0
4692,7.0
4693,12.0
4694,10.0
4695,10.0
4696,19.0
4697,8.0
4698,16.0
4699,16.0
4700,7.0
4701,7.0
4702,18.0
4703,16.0
4704,7.0
4705,7.0
4706,7.0
4707,17.0
4708,17.0
4709,12.0
4710,18.0
4711,13.0
4712,10.0
4713,11.0
4714,16.0
4715,12.0
4716,12.0
4717,15.0
4718,12.0
4719,12.0
4720,10.0
4721,10.0
4722,11.0
4723,12.0
4724,10.0
4725,15.0
4726,15.0
4727,15.0
4728,18.0
4729,18.0
4730,16.0
4731,18.0
4732,16.0
4733,12.0
4734,22.0
4735,13.0
4736,22.0
4737,24.0
4738,24.0
4739,19.0
4740,24.0
4741,19.0
4742,18.0
4743,18.0
4744,15.0
4745,17.0
4746,20.0
4747,18.0
4748,10.0
4749,10.0
4750,10.0
4751,10.0
4752,14.0
4753,14.0
4754,13.0
4755,13.0
4756,13.0
4757,13.0
4758,13.0
4759,13.0
4760,10.0
4761,10.0
4762,15.0
4763,13.0
4764,15.0
4765,15.0
4766,15.0
4767,10.0
4768,10.0
4769,10.0
4770,11.0
4771,12.0
4772,12.0
4773,11.0
4774,11.0
4775,11.0
4776,26.0
4777,10.0
4778,10.0
4779,10.0
4780,17.0
4781,17.0
4782,22.0
4783,22.0
4784,8.0
4785,7.0
4786,7.0
4787,6.0
4788,7.0
4789,8.0
4790,7.0
4791,7.0
4792,5.0
4793,6.0
4794,7.0
4795,7.0
4796,7.0
4797,7.0
4798,7.0
4799,3.0
4800,7.0
4801,7.0
4802,20.0
4803,19.0
4804,20.0
4805,22.0
4806,18.0
4807,15.0
4808,15.0
4809,21.0
4810,22.0
4811,25.0
4812,25.0
4813,22.0
4814,30.0
4815,30.0
4816,30.0
4817,30.0
4818,18.0
4819,18.0
4820,25.0
4821,25.0
4822,25.0
4823,25.0
4824,25.0
4825,25.0
4826,25.0
4827,25.0
4828,25.0
4829,25.0
4830,25.0
4831,25.0
4832,25.0
4833,12.0
4834,12.0
4835,14.0
4836,12.0
4837,8.0
4838,8.0
4839,5.0
4840,10.0
4841,10.0
4842,7.0
4843,7.0
4844,10.0
4845,7.0
4846,7.0
4847,7.0
4848,10.0
4849,10.0
4850,7.0
4851,7.0
4852,7.0
4853,7.0
4854,7.0
4855,10.0
4856,10.0
4857,6.0
4858,6.0
4859,6.0
4860,6.0
4861,6.0
4862,6.0
4863,6.0
4864,6.0
4865,6.0
4866,6.0
4867,6.0
4868,6.0
4869,4.0
4870,3.0
4871,8.0
4872,6.0
4873,7.0
4874,7.0
4875,7.0
4876,7.0
4877,7.0
4878,7.0
4879,7.0
4880,7.0
4881,7.0
4882,7.0
4883,7.0
4884,7.0
4885,7.0
4886,7.0
4887,20.0
4888,7.0
4889,7.0
4890,7.0
4891,6.0
4892,5.0
4893,7.0
4894,5.0
4895,6.0
4896,5.0
4897,7.0
4898,8.0
4899,7.0
4900,6.0
4901,7.0
4902,6.0
4903,6.0
4904,7.0
4905,6.0
4906,11.0
4907,14.0
4908,14.0
4909,14.0
4910,3.0
4911,3.0
4912,10.0
4913,11.0
4914,12.0
4915,3.0
4916,4.0
4917,3.0
4918,6.0
4919,6.0
4920,15.0
4921,12.0
4922,12.0
4923,23.7
4924,23.7
4925,15.0
4926,15.0
4927,14.0
4928,14.0
4929,12.0
4930,13.0
4931,13.0
4932,15.0
4933,15.0
4934,15.0
4935,14.0
4936,14.0
4937,12.0
4938,14.0
4939,14.0
4940,14.0
4941,12.0
4942,14.0
4943,12.0
4944,14.0
4945,14.0
4946,12.0
4947,13.0
4948,14.0
4949,13.0
4950,12.0
4951,12.0
4952,16.0
4953,12.0
4954,12.0
4955,12.0
4956,12.0
4957,12.0
4958,12.0
4959,12.0
4960,12.0
4961,12.0
4962,12.0
4963,12.0
4964,6.0
4965,10.0
4966,14.0
4967,10.0
4968,11.0
4969,12.0
4970,12.0
4971,33.0
4972,30.0
4973,27.0
4974,28.0
4975,25.0
4976,23.0
4977,23.0
4978,23.0
4979,16.0
4980,11.0
4981,11.0
4982,11.0
4983,11.0
4984,11.0
4985,5.0
4986,5.0
4987,5.0
4988,5.0
4989,7.0
4990,7.0
4991,7.0
4992,7.0
4993,8.0
4994,7.0
4995,8.0
4996,7.0
4997,7.0
4998,7.0
4999,6.0
5000,8.0
5001,7.0
5002,8.0
5003,7.0
5004,7.0
5005,7.0
5006,7.0
5007,7.0
5008,7.0
5009,10.0
5010,10.0
5011,6.0
5012,6.0
5013,6.0
5014,6.0
5015,6.0
5016,6.0
5017,17.0
5018,14.0
5019,13.0
5020,5.0
5021,15.0
5022,8.0
5023,7.0
5024,14.0
5025,8.0
5026,13.0
5027,8.0
5028,9.0
5029,14.0
5030,16.0
5031,8.0
5032,8.0
5033,14.0
5034,8.0
5035,8.0
5036,10.0
5037,10.0
5038,10.0
5039,8.0
5040,7.0
5041,16.0
5042,13.0
5043,7.0
5044,13.0
5045,12.0
5046,12.0
5047,12.0
5048,12.0
5049,4.0
5050,17.0
5051,8.0
5052,6.0
5053,6.0
5054,16.0
5055,11.0
5056,11.0
5057,7.0
5058,8.0
5059,7.0
5060,11.0
5061,4.0
5062,6.0
5063,8.0
5064,10.0
5065,8.0
5066,9.0
5067,18.0
5068,15.0
5069,14.0
5070,18.0
5071,13.0
5072,19.0
5073,9.0
5074,15.0
5075,15.0
5076,12.0
5077,12.0
5078,12.0
5079,12.0
5080,12.0
5081,9.0
5082,9.0
5083,9.0
5084,14.0
5085,80.0
5086,15.0
5087,15.0
5088,14.0
5089,14.0
5090,11.0
5091,15.0
5092,16.0
5093,13.0
5094,14.0
5095,13.0
5096,14.0
5097,12.0
5098,14.0
5099,13.0
5100,13.0
5101,13.0
5102,14.0
5103,16.0
5104,15.0
5105,8.0
5106,15.0
5107,16.0
5108,16.0
5109,14.0
5110,14.0
5111,12.0
5112,13.0
5113,13.0
5114,12.0
5115,11.0
5116,13.0
5117,11.0
5118,14.0
5119,13.0
5120,13.0
5121,13.0
5122,18.0
5123,18.0
5124,14.0
5125,14.0
5126,14.0
5127,14.0
5128,40.0
5129,5.0
5130,7.0
5131,7.0
5132,7.0
5133,6.0
5134,7.0
5135,15.0
5136,10.0
5137,10.0
5138,10.0
5139,10.0
5140,10.0
5141,10.0
5142,11.0
5143,9.0
5144,9.0
5145,10.0
5146,10.0
5147,10.0
5148,9.0
5149,8.0
5150,10.0
5151,10.0
5152,9.0
5153,9.0
5154,9.0
5155,10.0
5156,9.0
5157,10.0
5158,10.0
5159,10.0
5160,10.0
5161,10.0
5162,10.0
5163,10.0
5164,8.0
5165,10.0
5166,8.0
5167,9.0
5168,9.0
5169,10.0
5170,10.0
5171,10.0
5172,9.0
5173,9.0
5174,8.0
5175,8.0
5176,10.0
5177,9.0
5178,9.0
5179,9.0
5180,9.0
5181,11.0
5182,11.0
5183,9.0
5184,9.0
5185,9.0
5186,8.0
5187,9.0
5188,9.0
5189,9.0
5190,12.0
5191,12.0
5192,9.0
5193,5.0
5194,5.0
5195,5.0
5196,5.0
5197,9.0
5198,9.0
5199,9.0
5200,9.0
5201,4.0
5202,4.0
5203,4.0
5204,3.0
5205,8.0
5206,8.0
5207,8.0
5208,9.0
5209,8.0
5210,10.0
5211,8.0
5212,9.0
5213,8.0
5214,8.0
5215,6.0
5216,6.0
5217,6.0
5218,6.0
5219,6.0
5220,6.0
5221,6.0
5222,6.0
5223,6.0
5224,6.0
5225,6.0
5226,6.0
5227,6.0
5228,6.0
5229,6.0
5230,6.0
5231,6.0
5232,4.0
5233,26.2
5234,26.2
5235,26.2
5236,26.2
5237,26.2
5238,26.2
5239,26.2
5240,26.2
5241,26.2
5242,26.2
5243,26.2
5244,26.2
5245,15.0
5246,10.0
5247,10.0
5248,10.0
5249,10.0
5250,10.0
5251,10.0
5252,10.0
5253,10.0
5254,10.0
5255,10.0
5256,10.0
5257,10.0
5258,10.0
5259,10.0
5260,10.0
5261,10.0
5262,10.0
5263,10.0
5264,10.0
5265,10.0
5266,14.0
5267,29.0
5268,27.0
5269,50.0
5270,29.0
5271,19.0
5272,28.0
5273,19.0
5274,14.0
5275,14.0
5276,7.0
5277,14.0
5278,16.0
5279,9.0
5280,10.0
5281,10.0
5282,8.0
5283,8.0
5284,6.0
5285,7.0
5286,7.0
5287,9.0
5288,9.0
5289,9.0
5290,9.0
5291,8.0
5292,8.0
5293,16.0
5294,8.0
5295,7.0
5296,8.0
5297,9.0
5298,9.0
5299,7.0
5300,16.0
5301,17.0
5302,17.0
5303,15.0
5304,17.0
5305,18.0
5306,16.0
5307,16.0
5308,18.0
5309,18.0
5310,18.0
5311,18.0
5312,17.0
5313,19.0
5314,19.0
5315,18.0
5316,7.0
5317,7.0
5318,6.0
5319,6.0
5320,6.0
5321,6.0
5322,12.0
5323,14.0
5324,7.0
5325,11.0
5326,48.0
5327,14.0
5328,15.0
5329,18.0
5330,16.0
5331,13.0
5332,14.0
5333,15.0
5334,15.0
5335,14.0
5336,15.0
5337,15.0
5338,15.0
5339,16.0
5340,17.0
5341,14.0
5342,17.0
5343,13.0
5344,13.0
5345,6.0
5346,17.0
5347,8.0
5348,17.0
5349,16.0
5350,17.0
5351,15.0
5352,15.0
5353,15.0
5354,15.0
5355,16.0
5356,8.0
5357,8.0
5358,8.0
5359,8.0
5360,40.0
5361,8.0
5362,8.0
5363,8.0
5364,8.0
5365,8.0
5366,7.0
5367,7.0
5368,9.0
5369,9.0
5370,9.0
5371,9.0
5372,16.0
5373,17.0
5374,17.0
5375,9.0
5376,11.0
5377,15.0
5378,15.0
5379,18.0
5380,16.0
5381,18.0
5382,22.0
5383,22.0
5384,19.0
5385,21.0
5386,20.0
5387,16.0
5388,16.0
5389,16.0
5390,20.0
5391,12.0
5392,10.0
5393,18.0
5394,16.0
5395,16.0
5396,16.0
5397,16.0
5398,8.0
5399,24.0
5400,18.0
5401,25.0
5402,8.0
5403,7.0
5404,18.0
5405,25.0
5406,7.0
5407,7.0
5408,16.0
5409,12.0
5410,19.0
5411,16.0
5412,16.0
5413,55.0
5414,19.0
5415,9.0
5416,9.0
5417,9.0
5418,9.0
5419,9.0
5420,9.0
5421,9.0
5422,9.0
5423,9.0
5424,9.0
5425,9.0
5426,9.0
5427,9.0
5428,9.0
5429,9.0
5430,9.0
5431,9.0
5432,9.0
5433,9.0
5434,9.0
5435,9.0
5436,9.0
5437,9.0
5438,9.0
5439,9.0
5440,9.0
5441,9.0
5442,9.0
5443,9.0
5444,9.0
5445,9.0
5446,9.0
5447,9.0
5448,9.0
5449,9.0
5450,26.0
5451,12.0
5452,13.0
5453,8.0
5454,8.0
5455,8.0
5456,8.0
5457,55.0
5458,8.0
5459,64.0
5460,21.0
5461,21.0
5462,21.0
5463,21.0
5464,21.0
5465,21.0
5466,22.0
5467,22.0
5468,22.0
5469,16.0
5470,25.0
5471,25.0
5472,28.0
5473,14.0
5474,14.0
5475,28.0
5476,28.0
5477,28.0
5478,29.0
5479,26.0
5480,28.0
5481,12.0
5482,31.0
5483,26.0
5484,30.0
5485,28.0
5486,32.0
5487,30.0
5488,12.0
5489,29.0
5490,12.0
5491,29.0
5492,27.0
5493,37.0
5494,28.0
5495,28.0
5496,12.0
5497,62.0
5498,53.0
5499,53.0
5500,28.0
5501,30.0
5502,84.0
5503,28.0
5504,32.0
5505,46.0
5506,46.0
5507,24.0
5508,41.0
5509,37.0
5510,28.0
5511,21.0
5512,21.0
5513,21.0
5514,21.0
5515,32.0
5516,12.0
5517,12.0
5518,12.0
5519,12.0
5520,12.0
5521,12.0
5522,12.0
5523,12.0
5524,12.0
5525,22.0
5526,22.0
5527,22.0
5528,22.0
5529,22.0
5530,22.0
5531,22.0
5532,22.0
5533,41.0
5534,41.0
5535,46.0
5536,26.0
5537,26.0
5538,26.0
5539,21.0
5540,21.0
5541,8.0
5542,8.0
5543,63.0
5544,52.0
5545,8.0
5546,15.0
5547,8.0
5548,8.0
5549,8.0
5550,50.0
5551,35.0
5552,14.0
5553,14.0
5554,15.0
5555,15.0
5556,51.0
5557,21.0
5558,21.0
5559,21.0
5560,64.0
5561,51.0
5562,40.0
5563,44.0
5564,24.0
5565,28.0
5566,24.0
5567,24.0
5568,16.0
5569,16.0
5570,16.0
5571,36.0
5572,32.0
5573,24.0
5574,27.0
5575,18.0
5576,18.0
5577,24.0
5578,41.0
5579,15.0
5580,15.0
5581,15.0
5582,15.0
5583,14.0
5584,14.0
5585,14.0
5586,14.0
5587,14.0
5588,14.0
5589,26.0
5590,14.0
5591,12.0
5592,65.0
5593,38.0
5594,48.0
5595,48.0
5596,42.0
5597,58.0
5598,44.0
5599,55.0
5600,12.0
5601,19.0
5602,21.0
5603,19.0
5604,15.0
5605,22.0
5606,25.0
5607,110.0
5608,13.0
5609,7.0
5610,16.0
5611,48.0
5612,22.0
5613,31.0
5614,24.0
5615,22.0
5616,24.0
5617,31.0
5618,25.0
5619,28.0
5620,28.0
5621,28.0
5622,33.0
5623,30.0
5624,30.0
5625,30.0
5626,50.0
5627,50.0
5628,50.0
5629,50.0
5630,28.0
5631,31.0
5632,28.0
5633,30.0
5634,30.0
5635,30.0
5636,26.0
5637,26.0
5638,29.0
5639,50.0
5640,50.0
5641,50.0
5642,35.0
5643,55.0
5644,70.0
5645,70.0
5646,80.0
5647,60.0
5648,66.0
5649,52.0
5650,114.9
5651,61.0
5652,40.0
5653,35.0
5654,28.0
5655,38.0
5656,16.0
5657,27.0
5658,33.0
5659,32.0
5660,29.0
5661,29.0
5662,22.0
5663,28.0
5664,31.0
5665,33.0
5666,14.0
5667,28.0
5668,22.0
5669,29.0
5670,27.0
5671,17.0
5672,11.0
5673,33.0
5674,11.0
5675,11.0
5676,11.0
5677,32.0
5678,30.0
5679,28.0
5680,28.0
5681,16.0
5682,34.0
5683,25.0
5684,22.0
5685,23.0
5686,18.0
5687,32.0
5688,38.0
5689,34.0
5690,32.0
5691,19.0
5692,39.0
5693,39.0
5694,27.0
5695,25.0
5696,25.0
5697,17.0
5698,22.0
5699,16.0
5700,18.0
5701,32.0
5702,18.0
5703,24.0
5704,36.0
5705,17.0
5706,17.0
5707,32.0
5708,34.0
5709,34.0
5710,6.0
5711,6.0
5712,6.0
5713,6.0
5714,6.0
5715,6.0
5716,6.0
5717,12.0
5718,85.0
5719,12.0
5720,12.0
5721,85.0
5722,12.0
5723,12.0
5724,12.0
5725,12.0
5726,12.0
5727,12.0
5728,12.0
5729,12.0
5730,12.0
5731,12.0
5732,12.0
5733,21.0
5734,30.0
5735,27.0
5736,27.0
5737,24.0
5738,21.0
5739,21.0
5740,21.0
5741,26.0
5742,21.0
5743,32.0
5744,21.0
5745,25.0
5746,29.0
5747,40.0
5748,40.0
5749,40.0
5750,35.0
5751,42.0
5752,72.0
5753,24.0
5754,24.0
5755,24.0
5756,24.0
5757,24.0
5758,25.0
5759,41.0
5760,33.0
5761,24.0
5762,32.0
5763,24.0
5764,42.0
5765,42.0
5766,42.0
5767,24.0
5768,24.0
5769,24.0
5770,24.0
5771,6.0
5772,19.0
5773,60.0
5774,60.0
5775,52.0
5776,60.0
5777,54.0
5778,67.0
5779,25.0
5780,30.0
5781,58.0
5782,55.0
5783,42.0
5784,45.0
5785,29.0
5786,30.0
5787,25.0
5788,25.0
5789,19.0
5790,19.0
5791,40.0
5792,18.0
5793,18.0
5794,21.0
5795,22.0
5796,22.0
5797,22.0
5798,22.0
5799,22.0
5800,22.0
5801,22.0
5802,22.0
5803,22.0
5804,22.0
5805,22.0
5806,22.0
5807,22.0
5808,8.0
5809,12.0
5810,22.0
5811,22.0
5812,22.0
5813,22.0
5814,8.0
5815,22.0
5816,12.0
5817,33.0
5818,12.0
5819,22.0
5820,35.0
5821,35.0
5822,20.0
5823,45.0
5824,21.0
5825,35.0
5826,35.0
5827,16.0
5828,24.0
5829,28.0
5830,34.0
5831,28.0
5832,15.0
5833,24.0
5834,24.0
5835,41.0
5836,24.0
5837,24.0
5838,27.0
5839,24.0
5840,40.0
5841,19.0
5842,19.0
5843,15.0
5844,15.0
5845,15.0
5846,15.0
5847,15.0
5848,15.0
5849,15.0
5850,15.0
5851,15.0
5852,15.0
5853,15.0
5854,15.0
5855,28.2
5856,28.2
5857,28.2
5858,10.5
5859,10.5
5860,28.2
5861,4.0
5862,28.2
5863,28.2
5864,4.0
5865,22.0
5866,12.0
5867,12.0
5868,12.0
5869,9.0
5870,9.0
5871,12.0
5872,12.0
5873,9.0
5874,12.0
5875,8.0
5876,12.0
5877,18.0
5878,16.0
5879,6.0
5880,4.0
5881,11.0
5882,13.0
5883,13.0
5884,10.0
5885,70.0
5886,22.0
5887,22.0
5888,16.0
5889,8.0
5890,8.0
5891,4.0
5892,5.0
5893,5.0
5894,4.0
5895,7.0
5896,5.0
5897,6.0
5898,5.0
5899,7.0
5900,5.0
5901,5.0
5902,7.0
5903,6.0
5904,7.0
5905,5.0
5906,7.0
5907,5.0
5908,5.0
5909,4.0
5910,6.0
5911,5.0
5912,5.0
5913,5.0
5914,5.0
5915,5.0
5916,5.0
5917,6.0
5918,6.0
5919,6.0
5920,6.0
5921,6.0
5922,5.0
5923,26.2
5924,26.2
5925,26.2
5926,26.2
5927,26.2
5928,26.2
5929,26.2
5930,26.2
5931,26.2
5932,26.2
5933,26.2
5934,26.2
5935,26.2
5936,26.2
5937,26.2
5938,26.2
5939,26.2
5940,26.2
5941,26.2
5942,26.2
5943,34.0
5944,15.0
5945,15.0
5946,15.0
5947,15.0
5948,18.0
5949,21.0
5950,14.0
5951,42.0
5952,10.0
5953,24.0
5954,21.0
5955,21.0
5956,30.0
5957,18.0
5958,8.0
5959,8.0
5960,22.0
5961,14.0
5962,8.0
5963,14.0
5964,14.0
5965,28.0
5966,14.0
5967,18.0
5968,18.0
5969,16.0
5970,16.0
5971,16.0
5972,24.0
5973,24.0
5974,24.0
5975,27.0
5976,27.0
5977,24.0
5978,31.0
5979,25.0
5980,12.0
5981,42.0
5982,42.0
5983,18.0
5984,46.0
5985,18.0
5986,18.0
5987,18.0
5988,18.0
5989,41.0
5990,41.0
5991,24.0
5992,24.0
5993,24.0
5994,20.0
5995,20.0
5996,20.0
5997,20.0
5998,20.0
5999,20.0
6000,20.0
6001,20.0
6002,20.0
6003,20.0
6004,20.0
6005,20.0
6006,20.0
6007,20.0
6008,20.0
6009,20.0
6010,50.0
6011,68.0
6012,78.0
6013,66.0
6014,24.0
6015,24.0
6016,8.0
6017,25.0
6018,25.0
6019,28.0
6020,15.0
6021,15.0
6022,15.0
6023,22.0
6024,25.0
6025,25.0
6026,29.0
6027,28.0
6028,28.0
6029,34.0
6030,24.0
6031,38.0
6032,18.0
6033,18.0
6034,64.0
6035,64.0
6036,42.0
6037,70.0
6038,70.0
6039,70.0
6040,70.0
6041,70.0
6042,23.0
6043,23.0
6044,23.0
6045,35.0
6046,29.0
6047,29.0
6048,19.0
6049,32.0
6050,29.0
6051,21.0
6052,21.0
6053,23.0
6054,21.0
6055,21.0
6056,21.0
6057,21.0
6058,23.0
6059,23.0
6060,29.0
6061,21.0
6062,21.0
6063,29.0
6064,17.0
6065,17.0
6066,17.0
6067,17.0
6068,17.0
6069,70.0
6070,12.0
6071,8.0
6072,8.0
6073,10.0
6074,8.0
6075,10.0
6076,15.0
6077,35.0
6078,35.0
6079,11.0
6080,28.0
6081,80.0
6082,26.0
6083,45.0
6084,60.0
6085,45.0
6086,45.0
6087,45.0
6088,65.0
6089,28.0
6090,18.0
6091,70.0
6092,35.0
6093,75.0
6094,45.0
6095,50.0
6096,55.0
6097,60.0
6098,88.0
6099,25.0
6100,36.0
6101,15.0
6102,38.0
6103,18.0
6104,100.0
6105,95.0
6106,55.0
6107,35.0
6108,35.0
6109,19.0
6110,50.0
6111,60.0
6112,19.0
6113,19.0
6114,19.0
6115,52.5
6116,56.7
6117,8.0
6118,8.0
6119,8.0
6120,8.0
6121,8.0
6122,8.0
6123,8.0
6124,8.0
6125,8.0
6126,8.0
6127,12.0
6128,12.0
6129,17.0
6130,22.0
6131,23.0
6132,35.0
6133,28.0
6134,28.0
6135,29.0
6136,33.0
6137,19.0
6138,24.0
